,country,age_group,purpose,main_activity,info_source,tour_arrangement,package_accomodation,package_food,package_transport_tz,package_insurance,payment_mode,first_trip_tz,total_cost
2768,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,17735250.0
2769,CANADA,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,33150000.0
2770,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,17403750.0
2771,SOUTH AFRICA,45-64,Leisure and Holidays,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2486250.0
2772,NETHERLANDS,1-24,Volunteering,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,992400.0
2773,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,165000.0
2774,ZIMBABWE,45-64,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1773525.0
2775,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,21547500.0
2776,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,20514743.2
2777,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,28840500.0
2778,INDIA,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,5801250.0
2779,ITALY,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8430045.0
2780,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,No,Yes,No,Cash,Yes,9116250.0
2781,NETHERLANDS,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,No,Credit Card,Yes,81695880.0
2782,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,3480750.0
2783,POLAND,45-64,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,33150000.0
2784,ITALY,25-44,Visiting Friends and Relatives,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Cash,Yes,9077320.0
2785,UNITED STATES OF AMERICA,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,3563625.0
2786,UNITED KINGDOM,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,580125.0
2787,KENYA,45-64,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,Cash,No,283140.0
2788,UNITED KINGDOM,25-44,Other,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,4972500.0
2789,PAKISTAN,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,49725000.0
2790,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,No,Cash,Yes,21133125.0
2791,JAPAN,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,2734875.0
2792,SOUTH AFRICA,45-64,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,12182625.0
2793,GERMANY,1-24,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,1300000.0
2794,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,6630000.0
2795,NETHERLANDS,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,10211985.0
2796,ZIMBABWE,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,331500.0
2797,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,7375322.5
2798,ITALY,25-44,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Cash,Yes,7261856.0
2799,ZIMBABWE,45-64,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,340000.0
2800,NETHERLANDS,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,23205000.0
2801,ITALY,45-64,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,11028943.8
2802,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,24862500.0
2803,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,6817067.32
2804,UNITED KINGDOM,25-44,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Package Tour,Yes,No,Yes,No,Cash,Yes,8967075.0
2805,NORWAY,25-44,Leisure and Holidays,Conference tourism,others,Package Tour,Yes,No,Yes,No,Cash,Yes,6464250.0
2806,IRELAND,25-44,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,Cash,Yes,1823250.0
2807,MALAYSIA,25-44,Leisure and Holidays,Conference tourism,others,Package Tour,Yes,Yes,Yes,No,Cash,Yes,4823325.0
2808,ITALY,1-24,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8827693.7
2809,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,No,Cash,Yes,14794260.0
2810,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,No,No,No,Cash,Yes,6795750.0
2811,SOUTH AFRICA,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Credit Card,Yes,341836.0
2812,SOUTH AFRICA,45-64,Leisure and Holidays,Cultural tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,Cash,No,7796880.0
2813,UNITED KINGDOM,65+,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,11602500.0
2814,ITALY,25-44,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,Cash,Yes,7261856.0
2815,TAIWAN,1-24,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,1657500.0
2816,UGANDA,45-64,Visiting Friends and Relatives,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,4143750.0
2817,UNITED KINGDOM,1-24,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1361598.0
2818,UGANDA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,200000.0
2819,BURUNDI,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,110000.0
2820,ZIMBABWE,25-44,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,663000.0
2821,UGANDA,25-44,Volunteering,Hunting tourism,others,Independent,No,No,No,No,Cash,No,400000.0
2822,UGANDA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,517000.0
2823,ITALY,25-44,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,6298500.0
2824,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,1565837.7
2825,UNITED KINGDOM,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,250000.0
2826,SOUTH AFRICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Credit Card,No,99450000.0
2827,QATAR,1-24,Scientific and Academic,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1077375.0
2828,FRANCE,25-44,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,No,Yes,Cash,Yes,21672101.5
2829,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,182325.0
2830,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,9531186.0
2831,OMAN,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Package Tour,Yes,No,No,No,Cash,No,3812250.0
2832,SPAIN,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,663000.0
2833,ZIMBABWE,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,497250.0
2834,ZIMBABWE,25-44,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,No,265200.0
2835,BURUNDI,1-24,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,167000.0
2836,ITALY,25-44,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,Yes,Cash,Yes,9531186.0
2837,RWANDA,1-24,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,550000.0
2838,ZIMBABWE,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,248625.0
2839,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8963853.5
2840,UNITED STATES OF AMERICA,45-64,Volunteering,Beach tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,Yes,15414750.0
2841,GERMANY,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,680799.0
2842,SWEDEN,1-24,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,Cash,Yes,356000.0
2843,GERMANY,1-24,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,656200.0
2844,ITALY,1-24,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,1588531.0
2845,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8121750.0
2846,ROMANIA,25-44,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,13162114.0
2847,UNITED KINGDOM,1-24,Volunteering,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,2560545.0
2848,SWEDEN,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,4972500.0
2849,KENYA,25-44,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,No,82875.0
2850,UNITED STATES OF AMERICA,45-64,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3580200.0
2851,KENYA,1-24,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,215186.4
2852,EGYPT,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3315000.0
2853,SWEDEN,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,215000.0
2854,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,16906500.0
2855,DRC,1-24,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,110000.0
2856,SOUTH AFRICA,45-64,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,Yes,663000.0
2857,SOUTH AFRICA,25-44,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,No,Cash,Yes,3911700.0
2858,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,No,7491900.0
2859,UNITED KINGDOM,25-44,Leisure and Holidays,Conference tourism,others,Package Tour,Yes,Yes,Yes,No,Cash,Yes,4757025.0
2860,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,414375.0
2861,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5138250.0
2862,SOUTH AFRICA,45-64,Meetings and Conference,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,19890000.0
2863,AUSTRALIA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5469750.0
2864,ZAMBIA,25-44,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,330000.0
2865,AUSTRALIA,25-44,Scientific and Academic,Conference tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,9099675.0
2866,FRANCE,1-24,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,11800516.0
2867,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,9945000.0
2868,ITALY,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,8453250.0
2869,ZAMBIA,25-44,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,500000.0
2870,ITALY,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8950500.0
2871,NORWAY,1-24,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,268940.0
2872,SPAIN,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Cash,Yes,6961500.0
2873,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,994500.0
2874,SOUTH AFRICA,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,33315750.0
2875,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,16906500.0
2876,AUSTRALIA,25-44,Leisure and Holidays,Cultural tourism,"Radio, TV, Web",Independent,No,No,No,No,Credit Card,Yes,2486250.0
2877,UNITED STATES OF AMERICA,65+,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,7558200.0
2878,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,992000.0
2879,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,13260000.0
2880,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1989000.0
2881,FRANCE,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,29955156.0
2882,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,11408650.5
2883,ZIMBABWE,25-44,Business,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,497250.0
2884,ZAMBIA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,150000.0
2885,UNITED KINGDOM,1-24,Leisure and Holidays,Cultural tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,Yes,11380200.0
2886,SOUTH AFRICA,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,109395.0
2887,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,2817750.0
2888,KENYA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,No,16669477.5
2889,CZECH REPUBLIC,45-64,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,2428237.5
2890,CANADA,25-44,Visiting Friends and Relatives,Conference tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,82875000.0
2891,GERMANY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,16348253.32
2892,AUSTRALIA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5138250.0
2893,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,19890000.0
2894,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,10773750.0
2895,CHINA,45-64,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Credit Card,Yes,9282000.0
2896,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,663000.0
2897,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,No,Cash,Yes,15746250.0
2898,SWEDEN,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,3315000.0
2899,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,11934000.0
2900,ITALY,65+,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,11105250.0
2901,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,17403750.0
2902,UNITED KINGDOM,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,6630000.0
2903,GERMANY,65+,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,18066750.0
2904,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,165750.0
2905,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,828750.0
2906,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Conference tourism,"Radio, TV, Web",Independent,No,No,No,No,Credit Card,No,9116250.0
2907,MADAGASCAR,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,194550.0
2908,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,45415500.0
2909,DENMARK,1-24,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,6630000.0
2910,FRANCE,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5421682.5
2911,UNITED ARAB EMIRATES,45-64,Leisure and Holidays,Bird watching,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,663000.0
2912,SOUTH AFRICA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,2486250.0
2913,SOUTH AFRICA,45-64,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Credit Card,No,2154750.0
2914,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,26520000.0
2915,KENYA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,9116250.0
2916,GERMANY,25-44,Leisure and Holidays,business,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,9077320.0
2917,SOUTH AFRICA,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3315000.0
2918,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,10608000.0
2919,AUSTRALIA,45-64,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,5304000.0
2920,SWIZERLAND,25-44,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5917275.0
2921,UNITED STATES OF AMERICA,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,38503725.0
2922,FRANCE,25-44,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5673325.0
2923,SWIZERLAND,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Credit Card,No,20718750.0
2924,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,179277.07
2925,AUSTRALIA,45-64,Leisure and Holidays,Conference tourism,others,Package Tour,Yes,Yes,Yes,Yes,Cash,No,9451740.0
2926,AUSTRALIA,65+,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,No,Cash,Yes,9304253.0
